"weight","sex","hindfoot_length","species_id"
6,"F",16,"PF"
158,"M",53,"DS"
118,"M",51,"DS"
123,"F",48,"DS"
41,"F",38,"DM"
49,"F",35,"DM"
124,"M",51,"DS"
42,"F",36,"DM"
,"F",50,"DS"
106,"F",51,"DS"
7,"F",17,"PF"
38,"M",35,"DM"
47,"F",38,"DM"
114,"F",49,"DS"
,"M",,"DM"
140,"M",52,"DS"
,,,"SS"
6,"F",16,"PF"
20,"F",20,"PE"
45,"M",33,"DO"
118,"M",32,"NL"
28,"F",20,"OT"
112,"F",48,"DS"
20,"M",19,"OT"
47,"F",36,"DM"
,"F",32,"DM"
38,"F",37,"DM"
77,"F",47,"DS"
126,"F",51,"DS"
19,"M",21,"PP"
16,"F",18,"PE"
138,"F",52,"DS"
125,"F",52,"DS"
106,"F",51,"DS"
43,"M",34,"DM"
38,"F",37,"DM"
17,"M",20,"PE"
37,"F",36,"DM"
,,,
,"F",37,"DM"
120,"F",47,"DS"
38,"F",34,"DM"
125,"M",50,"DS"
,"F",49,"DS"
51,"F",36,"DM"
41,"F",36,"DM"
18,"M",20,"OT"
45,"F",34,"DM"
30,"M",20,"OL"
118,"F",50,"DS"
108,"M",50,"DS"
30,"M",20,"OL"
45,"M",37,"DM"
15,"F",21,"PP"
,,,"NL"
35,"F",35,"DM"
50,"M",36,"DO"
41,"F",37,"DM"
112,"F",51,"DS"
41,"F",37,"DM"
129,"F",50,"DS"
131,"M",52,"DS"
45,"M",34,"DO"
41,"F",35,"DM"
40,"M",36,"DM"
134,"M",52,"DS"
132,"M",50,"DS"
42,"F",37,"DM"
121,"F",50,"DS"
120,"F",51,"DS"
98,"F",50,"DS"
124,"F",50,"DS"
,,,"NL"
129,"F",,"DS"
48,"M",38,"DM"
118,"F",49,"DS"
37,"M",37,"DM"
99,"F",50,"DS"
6,"F",15,"PF"
38,"M",38,"DM"
,,,"NL"
41,"F",35,"DM"
,,,
35,"F",36,"DM"
,,,
,,,
6,"M",15,"PF"
,"F",22,"PP"
36,"F",35,"DM"
20,"F",21,"OT"
19,"M",20,"OT"
37,"F",36,"DM"
7,"F",15,"PF"
131,"M",52,"DS"
37,"F",37,"DM"
113,"M",48,"DS"
,,,"NL"
,,,"SS"
112,"M",49,"DS"
121,"F",50,"DS"
149,"M",53,"DS"
,"F",15,"PF"
110,"F",52,"DS"
16,"F",21,"PP"
38,"M",37,"DM"
39,"F",36,"DM"
115,"M",53,"DS"
7,"F",15,"PF"
135,"F",51,"DS"
,,,"NL"
20,"M",23,"PP"
102,"F",48,"DS"
,,,"NL"
16,"M",21,"PP"
45,"M",38,"DM"
6,"F",16,"PF"
25,"F",20,"OT"
42,"F",38,"DM"
46,"F",36,"DM"
106,"F",48,"DS"
24,"F",20,"OL"
7,"F",15,"PF"
120,"F",51,"DS"
,,,"SS"
37,"F",37,"DM"
25,"M",20,"OT"
34,"M",20,"OL"
45,"M",36,"DM"
,,,
39,"M",36,"DM"
18,,,"PE"
42,"M",35,"DM"
37,"F",36,"DM"
120,"F",50,"DS"
116,"F",50,"DS"
6,"M",15,"PF"
124,"F",49,"DS"
39,"F",36,"DM"
133,"M",,"DS"
125,"F",47,"DS"
23,"F",20,"OT"
38,"F",37,"DM"
32,"M",36,"DM"
40,"F",33,"DM"
54,"M",35,"DO"
33,"M",20,"OL"
126,"F",50,"DS"
136,"M",48,"DS"
28,"F",20,"OL"
137,"M",,"DS"
37,"F",35,"DM"
39,"F",35,"DM"
42,"F",35,"DM"
45,"F",32,"DO"
39,"F",33,"DM"
21,"M",20,"OT"
22,"F",21,"OT"
130,"M",52,"DS"
101,"F",50,"DS"
45,"F",31,"DO"
129,"F",49,"DS"
45,"M",37,"DM"
6,"F",15,"PF"
45,"M",37,"DM"
130,"M",50,"DS"
39,"M",37,"DM"
108,"F",46,"DS"
28,"F",20,"OL"
49,"M",39,"DM"
39,"M",38,"DM"
89,"M",29,"SH"
24,"F",20,"OT"
,,,
,,,
43,"M",35,"DM"
36,"F",36,"DM"
41,"F",36,"DM"
40,"F",39,"DM"
21,"M",20,"OT"
37,"F",34,"DM"
36,"F",35,"DM"
,,,"AH"
111,"F",50,"DS"
45,"M",37,"DM"
132,"M",52,"DS"
107,"F",48,"DS"
119,"M",50,"DS"
121,"F",51,"DS"
218,"M",,"NL"
111,"M",49,"DS"
37,"M",20,"OL"
37,"M",37,"DM"
26,"M",20,"OL"
38,"M",35,"DM"
105,"F",47,"DS"
41,"M",36,"DM"
38,"F",36,"DM"
22,"F",20,"OT"
121,"F",46,"DS"
38,"F",36,"DM"
153,"M",32,"NL"
43,"F",36,"DM"
22,"M",20,"PE"
40,"F",37,"DM"
41,"F",38,"DM"
,,,"SS"
37,"F",37,"DM"
23,"F",20,"OT"
28,"M",20,"OT"
,,,
,,,
,,,
28,"F",21,"OL"
8,"M",17,"RM"
34,"M",21,"OL"
,"F",36,"DM"
29,"F",21,"OL"
28,"M",20,"OL"
37,"F",36,"DM"
128,"F",51,"DS"
40,"F",34,"DM"
44,"M",38,"DM"
37,"F",36,"DM"
119,"F",47,"DS"
39,"M",35,"DM"
223,"M",32,"NL"
33,"M",21,"OL"
38,"F",34,"DM"
25,"F",20,"OT"
7,"F",17,"RM"
32,"F",21,"OL"
41,"F",36,"DM"
136,"M",51,"DS"
46,"M",38,"DM"
101,"F",49,"DS"
52,"M",33,"DO"
122,"F",49,"DS"
,"F",48,"DS"
118,"F",50,"DS"
116,"F",51,"DS"
30,"F",21,"OL"
44,"F",33,"DO"
44,"M",21,"OL"
27,"M",20,"OL"
132,"F",51,"DS"
,"M",21,"OL"
42,"M",37,"DM"
181,"F",31,"NL"
40,"M",38,"DM"
38,"M",38,"DM"
42,"M",37,"DM"
32,"M",21,"OL"
,,,
,,,
46,"M",38,"DM"
120,"F",47,"DS"
113,"F",52,"DS"
42,"F",38,"DM"
44,"F",36,"DM"
37,"F",36,"DM"
126,"M",47,"DS"
124,"F",51,"DS"
111,"F",50,"DS"
42,"M",36,"DM"
38,"M",38,"DM"
169,"M",,"NL"
118,"M",51,"DS"
29,"F",21,"OL"
23,"F",20,"OT"
40,"F",37,"DM"
43,"F",38,"DM"
38,"F",35,"DM"
142,"M",51,"DS"
45,"M",38,"DM"
49,"M",36,"DM"
111,"F",47,"DS"
,"M",21,"OT"
28,"M",20,"OT"
38,"F",22,"OL"
32,"M",21,"OL"
,"F",36,"DM"
36,"M",22,"OL"
26,"F",22,"OT"
21,"M",20,"OT"
,,,
,,,
45,"M",38,"DM"
37,"F",37,"DM"
128,"F",48,"DS"
42,"F",37,"DM"
37,"M",36,"DM"
,"M",,"DM"
48,"F",36,"DM"
45,"M",36,"DM"
42,"F",34,"DM"
52,"M",34,"DO"
35,"M",19,"OL"
50,"M",39,"DM"
46,"M",19,"OL"
43,"F",36,"DM"
47,"M",38,"DM"
35,"M",21,"OL"
43,"M",37,"DM"
,,,
,,,
,,,
,,,
,,,
31,"F",19,"OL"
39,"M",,"OL"
45,"F",,"DM"
43,"M",,"DM"
42,"M",,"DM"
49,"M",,"DM"
44,"F",,"DM"
47,"M",,"DM"
42,"F",38,"DM"
125,"F",,"DS"
38,"F",,"DM"
30,"M",,"OT"
27,"F",,"OT"
45,"M",38,"DM"
49,"M",,"DM"
137,"M",,"DS"
126,"M",,"DS"
50,"M",,"DM"
41,"F",,"DM"
153,"F",,"DS"
42,"F",34,"DM"
26,"M",,"OT"
42,"F",,"DM"
41,"F",,"DM"
39,"F",,"OL"
32,"F",,"OL"
44,"M",,"DM"
44,"M",,"DM"
142,"F",,"DS"
41,"F",,"DM"
26,"M",,"PE"
48,"F",,"DM"
,,,"OT"
37,"F",,"DM"
,,,"OT"
45,"F",,"DM"
,"M",,"DM"
52,"M",,"DM"
43,"F",,"DM"
40,"F",,"DM"
48,"M",,"DM"
,,,
,,,
,,,
40,"F",20,"OL"
37,"M",21,"OL"
50,"M",36,"DM"
47,"M",36,"DM"
44,"F",36,"DM"
32,"F",21,"OL"
61,"F",,"DO"
48,"M",37,"DM"
123,"F",52,"DS"
36,"M",21,"OL"
109,"M",52,"DS"
46,"M",35,"DM"
44,"M",36,"DM"
,"F",50,"DS"
127,"F",52,"DS"
48,"F",34,"DO"
125,"F",50,"DS"
42,"M",36,"DM"
45,"M",37,"DM"
47,"M",36,"DM"
124,"F",50,"DS"
131,"F",50,"DS"
,,,
,,,
,,,
,,,
,,,
44,"F",37,"DM"
26,"M",21,"OT"
30,"F",20,"OL"
142,"M",52,"DS"
43,"F",36,"DM"
139,"M",52,"DS"
30,"F",20,"OT"
43,"M",38,"DM"
132,"F",52,"DS"
26,"F",19,"PM"
48,"M",37,"DM"
119,"F",50,"DS"
137,"M",51,"DS"
24,"F",19,"PM"
130,"M",49,"DS"
60,"M",51,"DS"
127,"F",51,"DS"
44,"F",35,"DM"
35,"F",22,"OL"
46,"M",35,"DM"
34,"M",21,"OL"
39,"F",35,"DM"
40,"M",36,"DM"
44,"M",38,"DM"
43,"F",37,"DM"
39,"F",22,"OL"
26,"M",21,"PM"
86,"M",51,"DS"
23,"F",34,"DM"
82,"F",48,"DS"
37,"F",36,"DM"
23,"M",20,"PE"
54,"M",36,"DM"
53,"M",36,"DM"
132,"F",,"DS"
50,"M",37,"DM"
71,"F",47,"DS"
142,"M",54,"DS"
46,"F",35,"DM"
71,"M",51,"DS"
125,"F",52,"DS"
73,"F",47,"DS"
7,"F",16,"PF"
29,"F",32,"DO"
7,"F",20,"PF"
141,"M",51,"DS"
78,"M",50,"DS"
49,"F",37,"DM"
45,"M",37,"DM"
144,"F",52,"DS"
123,"F",58,"DS"
141,"M",50,"DS"
115,"F",50,"DS"
140,"M",52,"DS"
127,"M",51,"DS"
54,"M",37,"DM"
49,"F",35,"DO"
46,"F",36,"DM"
53,"M",37,"DM"
129,"F",48,"DS"
112,"F",48,"DS"
71,"F",48,"DS"
50,"F",34,"DO"
54,"M",35,"DO"
58,"F",47,"DS"
55,"M",37,"DM"
,"M",,"DS"
31,"M",37,"DM"
46,"M",38,"DM"
112,"F",49,"DS"
129,"M",51,"DS"
45,"M",37,"DM"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
47,"M",39,"DM"
73,"M",48,"DS"
75,"F",48,"DS"
140,"F",50,"DS"
86,"F",31,"NL"
50,"F",36,"DM"
239,"F",32,"NL"
127,"F",52,"DS"
144,"M",51,"DS"
46,"F",36,"DM"
71,"F",50,"DS"
76,"M",50,"DS"
51,"F",44,"DS"
130,"F",50,"DS"
143,"M",50,"DS"
49,"M",46,"DS"
124,"F",49,"DS"
46,"F",43,"DS"
34,"M",37,"DM"
71,"M",46,"DS"
119,"F",48,"DS"
19,"M",19,"PE"
143,"F",52,"DS"
85,"M",47,"DS"
63,"F",47,"DS"
51,"F",34,"DO"
,,,
,,,
,,,
,,,
28,"M",18,"OT"
166,"M",33,"NL"
15,"F",21,"PP"
48,"F",36,"DO"
67,"M",46,"DS"
13,"M",18,"PE"
143,"M",52,"DS"
23,"M",20,"OT"
126,"F",30,"NL"
97,"M",52,"DS"
18,"M",22,"PM"
61,"M",47,"DS"
,"F",35,"DO"
43,"M",39,"DM"
65,"F",37,"DM"
99,"M",50,"DS"
45,"F",38,"DM"
135,"F",47,"DS"
92,"F",51,"DS"
95,"M",49,"DS"
27,"M",34,"DM"
101,"M",32,"NL"
,,,
,,,
,,,
,,,
136,"F",51,"DS"
66,"M",27,"NL"
91,"M",51,"DS"
72,"M",30,"NL"
43,"F",34,"DM"
96,"M",49,"DS"
73,"F",49,"DS"
47,"F",37,"DM"
20,"M",21,"PP"
43,"M",37,"DM"
75,"M",49,"DS"
76,"F",48,"DS"
62,"M",43,"DS"
114,"F",49,"DS"
119,"F",47,"DS"
,"F",15,"PF"
63,"F",44,"DS"
70,"M",29,"NL"
147,"M",49,"DS"
136,"F",49,"DS"
,,,"DS"
60,"F",47,"DS"
71,"M",48,"DS"
63,"M",50,"DS"
47,"F",37,"DM"
135,"F",50,"DS"
40,"M",27,"NL"
46,"M",37,"DM"
41,"M",34,"DO"
47,"F",45,"DS"
29,"M",33,"DO"
66,"M",47,"DS"
46,"M",38,"DM"
147,"F",52,"DS"
,,,
,,,
53,"F",35,"DM"
184,"M",32,"NL"
24,"M",20,"OT"
19,"M",32,"DM"
128,"F",49,"DS"
15,"F",18,"OT"
,"F",22,"PP"
113,"F",52,"DS"
20,"F",33,"DM"
44,"F",32,"DO"
88,,,"DS"
114,"M",50,"DS"
101,"F",50,"DS"
40,"M",35,"DO"
40,"M",35,"DM"
112,"F",47,"DS"
45,"F",35,"DM"
21,"M",32,"DM"
105,"M",51,"DS"
140,"M",51,"DS"
107,"F",50,"DS"
123,"F",51,"DS"
50,"M",37,"DM"
132,"M",51,"DS"
93,"M",49,"DS"
20,"M",22,"PP"
44,"F",37,"DM"
36,"M",36,"DM"
53,"F",36,"DM"
45,"M",37,"DM"
57,"F",35,"DM"
,,,
,,,
,,,
,,,
,,,
105,"M",51,"DS"
18,"F",21,"OT"
27,"M",20,"OT"
8,"F",16,"PF"
116,"F",48,"DS"
41,"F",35,"DM"
120,"M",50,"DS"
9,"F",15,"PF"
96,"F",46,"DS"
143,"M",52,"DS"
94,"F",30,"NL"
128,"F",49,"DS"
91,"M",50,"DS"
156,"F",,"DS"
,"M",46,"DS"
44,"M",36,"DM"
38,"M",33,"DO"
86,"M",46,"DS"
7,"F",15,"PF"
8,"M",15,"PF"
27,"F",20,"PE"
,"F",36,"DM"
43,"M",46,"DS"
32,"F",33,"DM"
48,"M",36,"DM"
99,"M",,"DS"
,,,
21,"F",19,"OL"
34,"M",35,"DM"
206,"M",32,"NL"
60,"M",46,"DS"
14,"F",22,"PP"
27,"F",34,"DM"
50,"F",35,"DM"
120,"F",49,"DS"
59,"M",46,"DS"
112,"F",,"DS"
,"F",,"DS"
138,"F",51,"DS"
,"M",52,"DS"
95,"F",50,"DS"
53,"F",38,"DM"
16,"F",20,"PP"
70,"M",49,"DS"
110,"M",,"DS"
10,"M",20,"PP"
53,"F",34,"DO"
79,"M",50,"DS"
44,"M",38,"DM"
41,"M",35,"DM"
,,,
,,,
,,,
,,,
24,"F",19,"PE"
27,"F",20,"OT"
32,"F",34,"DM"
10,"M",17,"PF"
40,"F",35,"DM"
141,"M",51,"DS"
165,"F",51,"DS"
116,"F",30,"NL"
93,"M",,"DS"
9,"F",20,"PF"
,"M",21,"PF"
78,"F",47,"DS"
,,,
,,,
8,"M",18,"PE"
80,"F",50,"DS"
6,"F",,"PF"
25,"F",19,"OT"
45,"M",37,"DM"
44,"F",36,"DM"
99,"M",51,"DS"
151,"M",36,"NL"
133,"F",50,"DS"
19,"M",22,"OT"
31,"M",35,"DM"
46,"M",36,"DO"
108,"M",51,"DS"
126,"F",51,"DS"
145,"M",51,"DS"
93,"F",49,"DS"
98,"M",51,"DS"
42,"F",34,"DO"
125,"F",49,"DS"
16,"M",22,"PP"
,"M",35,"DO"
36,"F",21,"OL"
25,"F",20,"OT"
,,,
108,"M",49,"DS"
16,"F",22,"PP"
44,"F",34,"DM"
17,"F",20,"PP"
44,"F",36,"DM"
31,"F",20,"OL"
40,"M",35,"DM"
35,"M",20,"OL"
11,"F",21,"PP"
11,"F",20,"PP"
59,"F",48,"DS"
94,"M",48,"DS"
68,"M",50,"DS"
111,"F",51,"DS"
23,"F",34,"DM"
,,,
20,"M",20,"OT"
45,"F",20,"OL"
124,"F",50,"DS"
17,"F",21,"OT"
94,"M",49,"DS"
136,"F",30,"NL"
148,"F",51,"DS"
24,"F",20,"OL"
35,"M",20,"OL"
41,"F",36,"DM"
53,"F",36,"DM"
132,"M",52,"DS"
106,"M",,"DS"
128,"F",49,"DS"
46,"M",35,"DM"
,,,
,,,
119,"M",50,"DS"
125,"F",48,"DS"
27,"M",20,"OL"
27,"M",18,"OT"
72,"F",29,"NL"
35,"M",34,"DM"
94,"M",52,"DS"
45,"M",37,"DM"
17,"F",20,"OT"
106,"M",51,"DS"
15,"F",20,"PP"
45,"M",34,"DO"
144,"M",52,"DS"
47,"M",35,"DM"
40,"F",36,"DM"
105,"F",30,"NL"
,,,
,,,
45,"F",33,"DO"
28,"M",20,"OT"
30,"F",20,"OT"
93,"M",48,"DS"
93,"F",51,"DS"
124,"M",49,"DS"
103,"M",49,"DS"
27,"F",21,"OT"
81,"F",49,"DS"
48,"F",35,"DM"
142,"M",50,"DS"
53,"M",35,"DM"
87,"M",48,"DS"
144,"M",50,"DS"
117,"F",52,"DS"
20,"M",21,"OT"
19,"F",31,"OT"
14,"F",20,"PP"
49,"M",38,"DM"
18,"F",19,"OT"
29,"F",20,"OL"
47,"M",37,"DM"
23,"M",20,"PE"
,"F",51,"DS"
131,"M",53,"DS"
31,"M",20,"OT"
35,"M",37,"DM"
118,"M",52,"DS"
20,"M",19,"OT"
152,"F",31,"NL"
138,"M",50,"DS"
37,"F",35,"DM"
21,"F",20,"OT"
41,"F",37,"DM"
50,"M",36,"DM"
27,"M",19,"OT"
153,"F",52,"DS"
122,"F",47,"DS"
106,"F",47,"DS"
49,"M",39,"DM"
24,"F",19,"PE"
,,,"SS"
19,"M",19,"OT"
14,"F",22,"PP"
40,"F",37,"DM"
34,"F",19,"OL"
,,,
,,,
34,"M",22,"OL"
46,"F",20,"OL"
45,"M",37,"DM"
16,"F",20,"PP"
21,"M",20,"OT"
49,"F",36,"DM"
23,"F",20,"OT"
7,"F",16,"PF"
40,"F",20,"OL"
46,"F",36,"DM"
29,"F",20,"OT"
119,"F",50,"DS"
129,"M",47,"DS"
22,"M",20,"OT"
24,"M",19,"OT"
35,"F",36,"DM"
46,"F",35,"DM"
7,"F",15,"PF"
124,"F",50,"DS"
53,"M",36,"DM"
46,"F",37,"DM"
43,"F",36,"DM"
25,"F",21,"OT"
31,"F",19,"OL"
120,"M",53,"DS"
26,"F",20,"OT"
51,"M",37,"DM"
14,"F",22,"PP"
,,,
,,,
26,"M",33,"DO"
52,"M",35,"DO"
137,"M",49,"DS"
,,,"SS"
92,"F",32,"NL"
50,"M",36,"DO"
151,"F",51,"DS"
211,"F",32,"NL"
47,"F",33,"DO"
45,"F",32,"DM"
16,"M",21,"PP"
46,"M",38,"DM"
40,"F",33,"DM"
145,"F",50,"DS"
43,"M",37,"DM"
25,"F",21,"OL"
28,"F",34,"DM"
29,"M",35,"DM"
19,"M",19,"PE"
143,"M",50,"DS"
156,"M",51,"DS"
123,"M",51,"DS"
27,"F",20,"OT"
120,"F",51,"DS"
123,"F",50,"DS"
24,"M",21,"PE"
21,"F",21,"OT"
45,"M",37,"DM"
133,"M",32,"NL"
27,"M",21,"OL"
22,"M",22,"OT"
49,"M",34,"DO"
102,"F",47,"DS"
171,"M",32,"NL"
18,"M",19,"OT"
19,"M",21,"OT"
,,,
,,,
32,"F",21,"OL"
122,"F",52,"DS"
36,"M",22,"OL"
133,"F",52,"DS"
19,"M",18,"PE"
7,"M",20,"PF"
130,"M",48,"DS"
23,"F",21,"OT"
,"M",35,"DM"
19,"F",20,"OT"
35,"F",35,"DM"
49,"F",37,"DM"
50,"M",38,"DM"
135,"M",52,"DS"
126,"F",50,"DS"
16,"F",21,"PP"
49,"F",35,"DM"
26,"F",21,"OT"
47,"M",36,"DM"
47,"F",37,"DM"
23,"M",20,"OT"
274,"F",33,"NL"
127,"M",49,"DS"
7,"M",14,"RM"
21,"F",19,"OT"
49,"M",35,"DM"
,,,
,,,
24,"F",19,"PE"
30,"F",33,"DM"
20,"M",18,"OT"
40,"M",36,"DM"
22,"M",21,"OT"
49,"F",36,"DM"
22,"F",20,"OT"
6,"M",14,"PF"
17,"M",19,"PE"
48,"M",36,"DM"
7,"M",13,"RM"
22,"F",20,"OT"
26,"M",34,"DM"
23,"F",20,"OT"
9,"F",14,"RM"
31,"M",21,"OL"
23,"M",20,"OT"
21,"F",20,"OT"
24,"F",21,"OT"
124,"F",50,"DS"
50,"M",36,"DM"
130,"M",51,"DS"
136,"M",48,"DS"
34,"F",21,"OL"
7,"M",14,"PF"
30,"F",35,"DM"
21,"M",21,"OT"
7,"F",14,"PF"
128,"F",49,"DS"
33,"F",21,"OL"
51,"F",35,"DM"
25,"M",22,"PM"
28,"F",20,"OT"
34,"M",21,"OL"
109,"F",31,"NL"
48,"M",36,"DM"
50,"M",37,"DM"
141,"F",49,"DS"
35,"F",19,"OL"
8,"F",14,"PF"
52,"M",38,"DM"
49,"F",36,"DM"
25,"M",36,"DM"
36,"M",21,"OL"
186,"F",30,"NL"
7,"M",14,"RM"
51,"M",34,"DO"
41,"M",20,"OL"
27,"F",33,"DM"
21,"M",34,"DM"
20,"M",19,"PE"
153,"M",31,"NL"
,,,
23,"M",21,"PM"
53,"M",36,"DM"
43,"F",35,"DM"
22,"M",19,"OT"
44,"M",35,"DM"
45,"F",34,"DM"
50,"F",35,"DM"
54,"F",33,"DO"
43,"M",36,"DM"
110,"M",48,"DS"
118,"F",52,"DS"
41,"F",36,"DM"
49,"M",36,"DM"
22,"F",20,"OT"
36,"F",34,"DM"
42,"F",31,"DO"
19,"M",19,"OL"
22,"M",19,"OT"
122,"F",33,"NL"
29,"M",21,"OL"
44,"M",36,"DM"
51,"M",35,"DM"
118,"F",47,"DS"
168,"F",31,"NL"
36,"M",36,"DM"
46,"M",36,"DM"
43,"F",36,"DM"
46,"M",34,"DM"
45,"F",35,"DM"
42,"F",35,"DM"
19,"M",19,"OT"
43,"M",36,"DM"
46,"M",35,"DM"
29,"F",19,"OL"
134,"F",53,"DS"
31,"F",21,"OL"
40,"F",34,"DM"
53,"M",38,"DM"
122,"F",33,"NL"
48,"M",36,"DM"
54,"M",38,"DM"
45,"F",35,"DM"
20,"M",20,"OT"
24,"M",20,"OT"
48,"F",36,"DM"
23,"M",18,"OT"
22,"M",20,"OT"
23,"F",20,"OT"
42,"M",35,"DM"
41,"F",33,"DM"
134,"M",49,"DS"
48,"M",39,"DM"
36,"M",21,"OL"
44,"M",34,"DO"
217,"F",33,"NL"
50,"M",37,"DO"
8,"M",15,"PF"
154,"F",52,"DS"
141,"M",49,"DS"
42,"F",34,"DM"
35,"F",20,"OL"
143,"F",50,"DS"
9,"F",15,"RM"
39,"F",34,"DM"
133,,,"DS"
11,"F",12,"RM"
39,"M",34,"DM"
16,"M",22,"PP"
46,"M",37,"DM"
50,"F",35,"DM"
18,"F",18,"PE"
103,"F",50,"DS"
46,"M",36,"DM"
49,"M",38,"DM"
21,"M",19,"PE"
36,"M",37,"DM"
,,,
,,,
53,"M",35,"DO"
10,"F",16,"PF"
33,"F",34,"DM"
37,"M",38,"DM"
29,"F",33,"DO"
132,"M",47,"DS"
8,"M",15,"PF"
23,"M",21,"OT"
36,"F",36,"DM"
21,"F",20,"OT"
29,"M",20,"OL"
49,"F",36,"DM"
23,"M",21,"OL"
32,"M",20,"OL"
24,"F",20,"OL"
47,"M",38,"DM"
22,"M",19,"OT"
12,"F",17,"RM"
150,"F",52,"DS"
49,"M",37,"DM"
34,"F",21,"OL"
40,"F",35,"DM"
132,"F",51,"DS"
25,"F",34,"DM"
36,"M",21,"OL"
50,"F",34,"DO"
45,"M",37,"DM"
47,"M",35,"DM"
46,"M",38,"DM"
29,"F",32,"DM"
136,"F",50,"DS"
45,"M",37,"DM"
9,"F",18,"RM"
27,"F",21,"OL"
214,"F",32,"NL"
20,"M",20,"OT"
25,"F",21,"OT"
40,"M",35,"DM"
30,"F",21,"OL"
48,"M",36,"DM"
114,"F",32,"NL"
131,"M",52,"DS"
8,"M",16,"PF"
32,"F",,"OL"
9,"F",17,"RM"
9,"M",16,"RM"
51,"F",36,"DO"
17,"F",20,"PE"
26,"M",37,"DM"
32,"M",31,"DO"
25,"M",20,"OT"
114,"F",46,"DS"
31,"M",22,"OL"
49,"M",35,"DM"
50,"M",33,"DO"
142,"M",50,"DS"
10,"M",16,"RM"
9,"F",16,"PF"
187,"M",35,"NL"
,,,
,,,
50,"M",34,"DO"
52,"F",37,"DM"
44,"M",38,"DM"
43,"F",36,"DM"
42,"M",35,"DM"
23,"M",20,"OT"
46,"F",36,"DM"
37,"F",35,"DM"
42,"F",34,"DM"
44,"F",36,"DM"
113,"F",48,"DS"
48,"M",36,"DM"
39,"F",35,"DM"
21,"M",21,"OT"
239,"M",35,"NL"
42,"M",34,"DM"
20,"F",21,"OT"
46,"F",37,"DM"
241,"M",35,"NL"
21,"F",20,"OT"
43,"M",35,"DM"
48,"M",36,"DM"
47,"M",37,"DM"
,"M",38,"DM"
39,"F",34,"DM"
36,"M",37,"DM"
39,"F",36,"DM"
49,"M",37,"DM"
45,"M",35,"DM"
40,"F",35,"DM"
168,"M",32,"NL"
32,"M",34,"DO"
,"F",35,"DM"
29,"M",34,"DO"
44,"F",36,"DM"
51,"M",37,"DM"
46,"F",35,"DM"
22,"M",20,"OT"
43,"F",36,"DO"
26,"F",21,"OL"
37,"F",36,"DM"
36,"M",22,"OL"
20,"M",20,"OT"
36,"M",21,"OL"
45,"M",37,"DM"
40,"M",35,"DM"
37,"F",36,"DM"
10,"F",15,"RM"
7,"M",14,"PF"
120,"F",50,"DS"
131,"M",48,"DS"
38,"F",21,"OL"
53,"F",35,"DO"
49,"F",36,"DM"
68,"F",47,"DS"
,,,"OL"
51,"M",36,"DM"
43,"F",36,"DM"
38,"F",36,"DM"
34,"F",21,"OL"
20,"F",19,"OT"
7,"F",15,"PF"
40,"F",37,"DM"
120,"F",33,"NL"
141,"F",50,"DS"
40,"F",36,"DM"
40,"M",38,"DM"
44,"M",37,"DM"
42,"F",36,"DM"
37,"M",36,"DM"
36,"F",36,"DM"
54,"M",38,"DM"
7,"F",15,"PF"
7,"F",16,"PF"
184,"F",33,"NL"
22,"F",20,"OT"
48,"F",36,"DM"
61,"F",37,"DM"
54,"F",35,"DO"
41,"F",34,"DM"
25,"M",19,"OT"
27,"F",21,"OT"
7,"F",15,"PF"
50,"M",35,"DM"
142,"M",51,"DS"
47,"M",35,"DM"
35,"F",22,"OL"
10,"M",15,"RM"
12,"F",16,"RM"
39,"M",21,"OL"
50,"F",35,"DO"
,"M",48,"DS"
128,"M",52,"DS"
16,"F",17,"RM"
25,"F",20,"OT"
32,"F",21,"OL"
47,"F",33,"DO"
43,"M",35,"DM"
44,"M",34,"DO"
133,"M",53,"DS"
8,"F",14,"RM"
40,"F",35,"DM"
47,"M",35,"DM"
21,"M",20,"PE"
42,"F",36,"DM"
,"M",34,"DO"
9,"M",15,"PF"
19,"F",22,"PE"
103,"F",50,"DS"
37,"F",19,"OL"
10,"M",16,"RM"
35,"M",,"OL"
,"M",37,"DM"
36,"F",34,"DM"
52,"F",35,"DO"
46,"F",33,"DO"
35,"M",21,"OL"
23,"F",34,"DM"
24,"F",35,"DM"
,,,
40,"F",37,"DM"
51,"M",37,"DM"
147,"M",54,"DS"
43,"F",35,"DM"
48,"F",36,"DM"
23,"M",21,"PE"
55,"F",37,"DO"
52,"M",36,"DO"
46,"F",37,"DM"
147,"M",52,"DS"
48,"M",35,"DM"
155,"M",52,"DS"
129,"M",50,"DS"
38,"F",32,"DM"
50,"M",36,"DM"
40,"F",33,"DM"
29,"F",19,"OT"
126,"M",52,"DS"
37,"F",34,"DM"
52,"M",34,"DO"
37,"F",36,"DM"
81,"M",45,"DS"
79,"M",46,"DS"
46,"F",35,"DM"
47,"M",36,"DM"
40,"F",34,"DM"
49,"M",36,"DM"
143,"M",51,"DS"
36,"F",35,"DM"
41,"M",36,"DM"
38,"F",35,"DM"
51,"M",37,"DM"
39,"F",36,"DM"
45,"M",35,"DM"
48,"M",36,"DM"
47,"M",36,"DM"
56,"M",38,"DM"
39,"M",35,"DM"
41,"F",36,"DM"
46,"M",36,"DM"
42,"F",37,"DM"
44,"M",34,"DM"
49,"F",32,"DM"
